"","IrishA","IrishB","WelshN","WelshC","BretonList","BretonSE","BretonST","RumanianList","Vlach","Italian","Ladin","Provencal","French","Walloon","FrenchCreoleC","FrenchCreoleD","SardinianN","SardinianL","SardinianC","Spanish","PortugueseST","Brazilian","Catalan","GermanST","PennDutch","DutchList","Afrikaans","Flemish","Frisian","SwedishUp","SwedishVL","SwedishList","Danish","Riksmal","IcelandicST","Faroese","EnglishST","Takitaki","LithuanianO","LithuanianST","Latvian","Slovenian","LusatianL","LusatianU","Czech","Slovak","CzechE","Ukrainian","Byelorussian","Polish","Russian","Macedonian","Bulgarian","Serbocroatian","GypsyGk","Singhalese","Kashmiri","Marathi","Gujarati","PanjabiST","Lahnda","Hindi","Bengali","NepaliList","Khaskura","GreekML","GreekMD","GreekMod","GreekD","GreekK","ArmenianMod","ArmenianList","Ossetic","Afghan","Waziri","PersianList","Tadzik","Baluchi","Wakhi","AlbanianT","AlbanianTop","AlbanianG","AlbanianK","AlbanianC"
"EnglishST",0.005586592,0.005464481,0.006289308,0.006134969,0.00591716,0.005586592,0.005586592,0.004405286,0.004166667,0.004048583,0.0041841,0.004329004,0.004237288,0.004149378,0.005050505,0.004975124,0.004310345,0.004347826,0.004237288,0.004166667,0.004166667,0.004098361,0.004484305,0.001730104,0.001808318,0.001644737,0.001652893,0.001697793,0.001782531,0.001692047,0.001766784,0.001697793,0.001686341,0.001824818,0.001831502,0.001865672,0,0.001519757,0.004716981,0.00462963,0.005076142,0.004016064,0.004424779,0.004424779,0.004149378,0.004,0.00456621,0.004484305,0.004255319,0.0041841,0.004132231,0.003952569,0.004385965,0.004273504,0.009433962,0.007633588,0.00621118,0.006896552,0.007407407,0.006369427,0.006849315,0.006849315,0.007042254,0.006369427,0.007092199,0.006802721,0.006024096,0.00617284,0.006329114,0.005154639,0.007692308,0.007518797,0.007042254,0.010752688,0.010204082,0.007142857,0.006802721,0.007936508,0.008130081,0.008849558,0.008547009,0.007751938,0.008196721,0.008474576
"Takitaki",0.006410256,0.00625,0.00625,0.006097561,0.006097561,0.005681818,0.005681818,0.004716981,0.004739336,0.004651163,0.004716981,0.005050505,0.004926108,0.004807692,0.005434783,0.005376344,0.004716981,0.004784689,0.00462963,0.004830918,0.004716981,0.00462963,0.005128205,0.001745201,0.001760563,0.001697793,0.001663894,0.001697793,0.001795332,0.00203252,0.002207506,0.002012072,0.001930502,0.002074689,0.002159827,0.002159827,0.001519757,0,0.006097561,0.005952381,0.006993007,0.005128205,0.005405405,0.005405405,0.005102041,0.005128205,0.005235602,0.005025126,0.005291005,0.005154639,0.005319149,0.004926108,0.005555556,0.005263158,0.011764706,0.009615385,0.008474576,0.00877193,0.009259259,0.008264463,0.009174312,0.008695652,0.009090909,0.008264463,0.009345794,0.008695652,0.007462687,0.007692308,0.007874016,0.006535948,0.008547009,0.00877193,0.009259259,0.013513514,0.012987013,0.00990099,0.009259259,0.008849558,0.00877193,0.011627907,0.011111111,0.010526316,0.010416667,0.011111111
"LithuanianO",0.005235602,0.005050505,0.005291005,0.005319149,0.005494505,0.005347594,0.005319149,0.005025126,0.00456621,0.004273504,0.00456621,0.004405286,0.004405286,0.004504505,0.005434783,0.005208333,0.004694836,0.004329004,0.004405286,0.004424779,0.004524887,0.00456621,0.004901961,0.004524887,0.005263158,0.005,0.004901961,0.004854369,0.005076142,0.004694836,0.00456621,0.004347826,0.004385965,0.004878049,0.004807692,0.005102041,0.004716981,0.006097561,0,0.001112347,0.001782531,0.003067485,0.002659574,0.002617801,0.002824859,0.002702703,0.002906977,0.002666667,0.002770083,0.002849003,0.002695418,0.002590674,0.002985075,0.002898551,0.006369427,0.006493506,0.004784689,0.005649718,0.005434783,0.005847953,0.005780347,0.005025126,0.005025126,0.005128205,0.005347594,0.006493506,0.005988024,0.00617284,0.00625,0.005235602,0.006578947,0.006666667,0.007575758,0.008695652,0.008333333,0.00621118,0.00621118,0.007352941,0.009090909,0.00729927,0.007092199,0.007042254,0.007692308,0.00729927
"LithuanianST",0.005291005,0.005102041,0.005181347,0.005376344,0.005235602,0.005263158,0.005208333,0.004926108,0.004587156,0.004132231,0.004587156,0.004524887,0.004524887,0.00462963,0.005617978,0.005376344,0.004716981,0.004255319,0.004424779,0.004347826,0.004651163,0.004694836,0.004807692,0.004464286,0.004975124,0.004672897,0.004587156,0.004651163,0.004950495,0.004950495,0.004807692,0.004587156,0.004504505,0.004901961,0.004950495,0.005263158,0.00462963,0.005952381,0.001112347,0,0.001631321,0.00295858,0.002538071,0.002475248,0.002659574,0.002531646,0.002717391,0.002695418,0.002680965,0.002770083,0.002645503,0.002564103,0.002923977,0.00280112,0.006410256,0.006289308,0.004830918,0.005524862,0.005617978,0.005747126,0.005952381,0.005319149,0.005319149,0.005154639,0.005208333,0.006329114,0.005494505,0.005813953,0.00591716,0.004878049,0.006578947,0.006493506,0.007518797,0.008333333,0.00877193,0.00621118,0.006451613,0.007692308,0.009174312,0.007092199,0.006944444,0.006802721,0.007518797,0.007407407
"Latvian",0.005882353,0.005681818,0.006329114,0.006410256,0.006451613,0.00625,0.00621118,0.005586592,0.004950495,0.004587156,0.004784689,0.004830918,0.004830918,0.004830918,0.006329114,0.006024096,0.005050505,0.004739336,0.004830918,0.004854369,0.005102041,0.004901961,0.005025126,0.005,0.005524862,0.005128205,0.005025126,0.005102041,0.005181347,0.005181347,0.005154639,0.004784689,0.004926108,0.005405405,0.005319149,0.005714286,0.005076142,0.006993007,0.001782531,0.001631321,0,0.003095975,0.00286533,0.002824859,0.003003003,0.00280112,0.003095975,0.00280112,0.002710027,0.003012048,0.002785515,0.002808989,0.003267974,0.002967359,0.008064516,0.008474576,0.005405405,0.006369427,0.006578947,0.006493506,0.006711409,0.006578947,0.00617284,0.005952381,0.00625,0.006711409,0.00617284,0.006578947,0.006711409,0.005555556,0.007633588,0.007246377,0.0078125,0.009708738,0.009708738,0.007092199,0.007092199,0.009174312,0.008264463,0.008064516,0.007518797,0.007407407,0.008196721,0.007751938
"Slovenian",0.005555556,0.005235602,0.00617284,0.005847953,0.005494505,0.005524862,0.005494505,0.004761905,0.004237288,0.004166667,0.004405286,0.004694836,0.004587156,0.004608295,0.005586592,0.005319149,0.00462963,0.004273504,0.004329004,0.004385965,0.00456621,0.004504505,0.004739336,0.003745318,0.004347826,0.004065041,0.004,0.003952569,0.004347826,0.004065041,0.004132231,0.003952569,0.003745318,0.004201681,0.004219409,0.00456621,0.004016064,0.005128205,0.003067485,0.00295858,0.003095975,0,0.001472754,0.001461988,0.001508296,0.001440922,0.001459854,0.001550388,0.001639344,0.001579779,0.001628664,0.001447178,0.001626016,0.001461988,0.006802721,0.006578947,0.005263158,0.005464481,0.005617978,0.005714286,0.005376344,0.005,0.005780347,0.005025126,0.005102041,0.005882353,0.005319149,0.005586592,0.005524862,0.004926108,0.007092199,0.006944444,0.007518797,0.00877193,0.008849558,0.006622517,0.006369427,0.007092199,0.0078125,0.007092199,0.007142857,0.006097561,0.007751938,0.007352941
"LusatianL",0.005780347,0.004854369,0.005405405,0.005319149,0.004975124,0.005025126,0.005,0.004347826,0.004098361,0.004,0.003984064,0.004504505,0.004291845,0.004424779,0.005494505,0.005263158,0.004347826,0.004132231,0.0041841,0.004048583,0.004115226,0.004149378,0.004444444,0.004201681,0.004405286,0.004484305,0.004291845,0.004444444,0.004761905,0.004366812,0.004672897,0.004347826,0.0041841,0.004672897,0.004608295,0.005025126,0.004424779,0.005405405,0.002659574,0.002538071,0.00286533,0.001472754,0,0.001043841,0.001228501,0.00125,0.001269036,0.001298701,0.001388889,0.001302083,0.001373626,0.001257862,0.001453488,0.00132626,0.006134969,0.006756757,0.005,0.005405405,0.005376344,0.005025126,0.005025126,0.00456621,0.005102041,0.004950495,0.005025126,0.006493506,0.005617978,0.005952381,0.00625,0.005649718,0.006622517,0.007194245,0.007407407,0.007692308,0.008403361,0.005952381,0.005555556,0.006756757,0.007518797,0.007092199,0.006944444,0.006535948,0.007518797,0.007142857
"LusatianU",0.005617978,0.004739336,0.005405405,0.005319149,0.004975124,0.005025126,0.004975124,0.004347826,0.004098361,0.004,0.003984064,0.004504505,0.004291845,0.004424779,0.005494505,0.005263158,0.004347826,0.004132231,0.0041841,0.004048583,0.004115226,0.004149378,0.004444444,0.004201681,0.004405286,0.004484305,0.004291845,0.004444444,0.004761905,0.004366812,0.004672897,0.004347826,0.0041841,0.004672897,0.004608295,0.005025126,0.004424779,0.005405405,0.002617801,0.002475248,0.002824859,0.001461988,0.001043841,0,0.001204819,0.00122549,0.001234568,0.001282051,0.001360544,0.001302083,0.001345895,0.001257862,0.001432665,0.001335113,0.006134969,0.006756757,0.004854369,0.005405405,0.005376344,0.005025126,0.005025126,0.00456621,0.005076142,0.004926108,0.005,0.006493506,0.005617978,0.005952381,0.00625,0.005649718,0.006622517,0.007194245,0.007407407,0.007692308,0.008403361,0.005952381,0.005555556,0.006756757,0.007518797,0.007092199,0.006666667,0.006097561,0.007246377,0.006622517
"Czech",0.005747126,0.004716981,0.005,0.004926108,0.004739336,0.004784689,0.004739336,0.004484305,0.004291845,0.004048583,0.004166667,0.004524887,0.004329004,0.004424779,0.005681818,0.005434783,0.004405286,0.004166667,0.004237288,0.004166667,0.004237288,0.004201681,0.004484305,0.003861004,0.004201681,0.004098361,0.004048583,0.004081633,0.004310345,0.004291845,0.004273504,0.004,0.003937008,0.004237288,0.004273504,0.004524887,0.004149378,0.005102041,0.002824859,0.002659574,0.003003003,0.001508296,0.001228501,0.001204819,0,0.001094092,0.001132503,0.001310616,0.001360544,0.001305483,0.001342282,0.001335113,0.001451379,0.001390821,0.006535948,0.006944444,0.005154639,0.005586592,0.005681818,0.005464481,0.005524862,0.004926108,0.005347594,0.004926108,0.005154639,0.006711409,0.005780347,0.006097561,0.00621118,0.005649718,0.006289308,0.006622517,0.007352941,0.007936508,0.008264463,0.006535948,0.00591716,0.007246377,0.007407407,0.007692308,0.007407407,0.006756757,0.007692308,0.007042254
"Slovak",0.005780347,0.004878049,0.005154639,0.005076142,0.005025126,0.005050505,0.005025126,0.004405286,0.004219409,0.003984064,0.004016064,0.004464286,0.004255319,0.004347826,0.005555556,0.005319149,0.004329004,0.004098361,0.004166667,0.004098361,0.004166667,0.004132231,0.004405286,0.003875969,0.004329004,0.004048583,0.003984064,0.004201681,0.004329004,0.004132231,0.004098361,0.003861004,0.003731343,0.004081633,0.004115226,0.004444444,0.004,0.005128205,0.002702703,0.002531646,0.00280112,0.001440922,0.00125,0.00122549,0.001094092,0,0.001144165,0.001230012,0.001283697,0.001285347,0.001349528,0.001312336,0.001459854,0.00136612,0.006535948,0.006756757,0.005050505,0.005434783,0.005555556,0.005524862,0.005524862,0.004975124,0.005376344,0.005076142,0.005319149,0.006451613,0.005617978,0.005952381,0.005847953,0.005494505,0.006535948,0.006622517,0.007352941,0.007633588,0.008695652,0.006329114,0.005747126,0.006802721,0.007142857,0.007352941,0.007092199,0.006451613,0.007692308,0.007042254
"CzechE",0.00617284,0.005291005,0.005405405,0.005319149,0.005076142,0.005128205,0.005102041,0.004672897,0.004366812,0.004237288,0.004273504,0.004672897,0.00456621,0.004672897,0.005847953,0.005586592,0.004587156,0.004347826,0.004405286,0.004273504,0.004347826,0.004405286,0.004651163,0.003952569,0.004310345,0.004310345,0.004219409,0.004273504,0.004504505,0.004405286,0.004484305,0.004291845,0.004048583,0.004366812,0.004201681,0.004545455,0.00456621,0.005235602,0.002906977,0.002717391,0.003095975,0.001459854,0.001269036,0.001234568,0.001132503,0.001144165,0,0.001328021,0.00140056,0.001356852,0.001416431,0.001385042,0.001488095,0.001440922,0.007092199,0.007246377,0.005494505,0.005780347,0.00591716,0.005813953,0.005847953,0.005208333,0.005714286,0.005208333,0.005524862,0.006944444,0.00617284,0.006329114,0.00621118,0.005988024,0.006535948,0.006622517,0.0078125,0.007936508,0.008333333,0.006802721,0.006134969,0.007092199,0.0078125,0.007352941,0.007142857,0.006451613,0.007633588,0.007246377
"Ukrainian",0.005524862,0.004672897,0.005319149,0.005208333,0.005154639,0.005181347,0.005154639,0.004975124,0.004545455,0.004424779,0.004484305,0.004672897,0.00456621,0.004484305,0.005586592,0.005319149,0.004854369,0.004587156,0.004651163,0.004587156,0.00456621,0.004504505,0.004975124,0.004149378,0.00456621,0.004651163,0.00456621,0.004504505,0.004784689,0.004237288,0.004405286,0.004132231,0.004149378,0.004385965,0.004310345,0.004366812,0.004484305,0.005025126,0.002666667,0.002695418,0.00280112,0.001550388,0.001298701,0.001282051,0.001310616,0.001230012,0.001328021,0,0.001191895,0.001246883,0.001283697,0.001347709,0.001515152,0.001414427,0.006578947,0.00729927,0.005376344,0.005952381,0.005780347,0.005714286,0.005555556,0.005128205,0.005434783,0.005235602,0.005524862,0.006711409,0.00617284,0.006329114,0.00621118,0.005988024,0.006410256,0.006666667,0.008064516,0.008333333,0.008333333,0.006802721,0.005952381,0.007092199,0.007194245,0.007633588,0.007407407,0.006756757,0.008064516,0.007692308
"Byelorussian",0.005780347,0.005,0.005434783,0.005319149,0.005102041,0.005154639,0.005128205,0.004716981,0.004424779,0.004219409,0.004273504,0.004761905,0.004524887,0.00456621,0.005847953,0.005586592,0.004587156,0.004347826,0.004405286,0.004347826,0.004424779,0.004385965,0.004716981,0.004048583,0.004545455,0.004219409,0.004149378,0.004385965,0.004424779,0.004219409,0.004201681,0.003937008,0.003875969,0.004166667,0.004201681,0.004545455,0.004255319,0.005291005,0.002770083,0.002680965,0.002710027,0.001639344,0.001388889,0.001360544,0.001360544,0.001283697,0.00140056,0.001191895,0,0.001331558,0.00136612,0.001457726,0.001547988,0.001485884,0.007092199,0.007246377,0.005319149,0.00591716,0.005555556,0.005813953,0.005681818,0.005208333,0.005714286,0.005208333,0.005494505,0.00625,0.005617978,0.005747126,0.005681818,0.005494505,0.006535948,0.006622517,0.007692308,0.007936508,0.008333333,0.007042254,0.006329114,0.007092199,0.007194245,0.007936508,0.007692308,0.006944444,0.008064516,0.007633588
"Polish",0.005780347,0.005,0.005617978,0.005524862,0.005319149,0.005319149,0.005319149,0.00462963,0.004219409,0.004237288,0.004291845,0.004672897,0.00456621,0.004587156,0.005714286,0.005464481,0.00462963,0.004385965,0.004329004,0.004385965,0.004464286,0.004405286,0.00462963,0.004065041,0.004444444,0.004329004,0.004166667,0.004310345,0.00456621,0.004237288,0.004405286,0.004219409,0.003984064,0.004201681,0.004132231,0.00456621,0.0041841,0.005154639,0.002849003,0.002770083,0.003012048,0.001579779,0.001302083,0.001302083,0.001305483,0.001285347,0.001356852,0.001246883,0.001331558,0,0.001362398,0.00143472,0.001584786,0.001470588,0.006578947,0.006756757,0.005102041,0.005780347,0.005586592,0.005524862,0.005347594,0.004975124,0.005405405,0.004975124,0.005181347,0.006451613,0.005617978,0.006134969,0.005847953,0.005494505,0.006622517,0.006666667,0.007142857,0.008403361,0.008064516,0.006622517,0.00617284,0.007407407,0.007518797,0.007692308,0.007751938,0.006493506,0.008474576,0.007692308
"Russian",0.005208333,0.004587156,0.005494505,0.005376344,0.005050505,0.005102041,0.005076142,0.00456621,0.004237288,0.0041841,0.004237288,0.004608295,0.004504505,0.004608295,0.005586592,0.005347594,0.00456621,0.004329004,0.004273504,0.004329004,0.004405286,0.004347826,0.00456621,0.004081633,0.004484305,0.004464286,0.004273504,0.004424779,0.004587156,0.004081633,0.004237288,0.004065041,0.003846154,0.004132231,0.004065041,0.004385965,0.004132231,0.005319149,0.002695418,0.002645503,0.002785515,0.001628664,0.001373626,0.001345895,0.001342282,0.001349528,0.001416431,0.001283697,0.00136612,0.001362398,0,0.001388889,0.001574803,0.001481481,0.006622517,0.006802721,0.005235602,0.005464481,0.005780347,0.005555556,0.005555556,0.005,0.005291005,0.005,0.005235602,0.006289308,0.005649718,0.005952381,0.005882353,0.005524862,0.006802721,0.007092199,0.007518797,0.008333333,0.008474576,0.006410256,0.005813953,0.006849315,0.007518797,0.007092199,0.007194245,0.006097561,0.0078125,0.007092199
"Macedonian",0.005,0.004830918,0.005347594,0.005263158,0.004950495,0.004830918,0.004784689,0.004504505,0.004166667,0.004,0.003937008,0.004608295,0.004385965,0.004424779,0.005649718,0.005376344,0.004219409,0.003937008,0.004065041,0.004219409,0.004201681,0.004273504,0.00456621,0.003921569,0.004166667,0.004366812,0.0041841,0.004048583,0.004255319,0.003921569,0.004065041,0.003891051,0.003690037,0.004048583,0.003921569,0.004115226,0.003952569,0.004926108,0.002590674,0.002564103,0.002808989,0.001447178,0.001257862,0.001257862,0.001335113,0.001312336,0.001385042,0.001347709,0.001457726,0.00143472,0.001388889,0,0.001197605,0.001212121,0.006369427,0.006535948,0.004545455,0.004854369,0.005291005,0.005494505,0.005347594,0.004830918,0.005263158,0.004608295,0.004878049,0.005494505,0.004830918,0.004975124,0.005291005,0.005,0.006578947,0.006896552,0.007142857,0.007692308,0.008,0.006097561,0.005555556,0.006802721,0.007142857,0.006369427,0.006024096,0.005319149,0.006369427,0.00625
"Bulgarian",0.005847953,0.005494505,0.00617284,0.006024096,0.005649718,0.005524862,0.005494505,0.004950495,0.004444444,0.004329004,0.004273504,0.004784689,0.004784689,0.004807692,0.006024096,0.005747126,0.004739336,0.004347826,0.004524887,0.004587156,0.00456621,0.00462963,0.004854369,0.004329004,0.004545455,0.004524887,0.004524887,0.004385965,0.004651163,0.004255319,0.004424779,0.004237288,0.004166667,0.004405286,0.004444444,0.004716981,0.004385965,0.005555556,0.002985075,0.002923977,0.003267974,0.001626016,0.001453488,0.001432665,0.001451379,0.001459854,0.001488095,0.001515152,0.001547988,0.001584786,0.001574803,0.001197605,0,0.001410437,0.006578947,0.006756757,0.004926108,0.005291005,0.005464481,0.005714286,0.005586592,0.005025126,0.005780347,0.004784689,0.005076142,0.00591716,0.005181347,0.005291005,0.005847953,0.005347594,0.007633588,0.008064516,0.007462687,0.008403361,0.00877193,0.006802721,0.006134969,0.007352941,0.007407407,0.007194245,0.006944444,0.006329114,0.007194245,0.007042254
"Serbocroatian",0.005494505,0.004901961,0.005586592,0.005494505,0.005025126,0.005050505,0.005025126,0.004504505,0.004237288,0.004081633,0.004201681,0.004587156,0.004385965,0.004385965,0.005555556,0.005319149,0.004237288,0.004016064,0.004166667,0.004310345,0.004273504,0.004237288,0.004651163,0.004237288,0.004545455,0.004524887,0.004329004,0.004484305,0.004651163,0.004237288,0.004405286,0.004219409,0.003984064,0.004385965,0.004310345,0.00456621,0.004273504,0.005263158,0.002898551,0.00280112,0.002967359,0.001461988,0.00132626,0.001335113,0.001390821,0.00136612,0.001440922,0.001414427,0.001485884,0.001470588,0.001481481,0.001212121,0.001410437,0,0.006896552,0.006578947,0.005235602,0.005617978,0.005780347,0.005714286,0.005586592,0.005128205,0.005780347,0.005291005,0.005555556,0.005882353,0.005319149,0.005586592,0.005494505,0.005319149,0.007092199,0.007462687,0.007462687,0.007692308,0.008333333,0.006329114,0.005747126,0.006802721,0.006896552,0.007092199,0.006896552,0.00625,0.007407407,0.007042254
"GypsyGk",0.00990099,0.009174312,0.010309278,0.010416667,0.00990099,0.009345794,0.009259259,0.007462687,0.007874016,0.007518797,0.007518797,0.007518797,0.007518797,0.007518797,0.009433962,0.009345794,0.007407407,0.007518797,0.007462687,0.0078125,0.0078125,0.007751938,0.007751938,0.009009009,0.00862069,0.009433962,0.01,0.009345794,0.01010101,0.009433962,0.009433962,0.01,0.009433962,0.009345794,0.009803922,0.009803922,0.009433962,0.011764706,0.006369427,0.006410256,0.008064516,0.006802721,0.006134969,0.006134969,0.006535948,0.006535948,0.007092199,0.006578947,0.007092199,0.006578947,0.006622517,0.006369427,0.006578947,0.006896552,0,0.005319149,0.003731343,0.003731343,0.003745318,0.003597122,0.003571429,0.003278689,0.003663004,0.002949853,0.003424658,0.01,0.010309278,0.01,0.010416667,0.009345794,0.010989011,0.012345679,0.008130081,0.010416667,0.010204082,0.006802721,0.00621118,0.006993007,0.008547009,0.010989011,0.011111111,0.010526316,0.011111111,0.010869565
"Singhalese",0.009803922,0.01010101,0.011494253,0.010869565,0.010309278,0.009803922,0.009708738,0.007352941,0.006944444,0.006578947,0.006849315,0.006849315,0.006849315,0.006849315,0.008264463,0.008196721,0.007352941,0.006896552,0.007092199,0.007092199,0.006849315,0.006993007,0.007246377,0.00729927,0.007352941,0.00729927,0.007633588,0.007246377,0.008264463,0.007936508,0.007874016,0.008196721,0.007936508,0.008196721,0.007692308,0.0078125,0.007633588,0.009615385,0.006493506,0.006289308,0.008474576,0.006578947,0.006756757,0.006756757,0.006944444,0.006756757,0.007246377,0.00729927,0.007246377,0.006756757,0.006802721,0.006535948,0.006756757,0.006578947,0.005319149,0,0.004132231,0.003921569,0.003952569,0.004219409,0.004237288,0.003861004,0.003584229,0.003378378,0.003533569,0.009259259,0.00862069,0.009259259,0.009259259,0.008064516,0.009433962,0.009803922,0.007518797,0.010638298,0.01,0.007246377,0.006622517,0.006756757,0.009433962,0.010638298,0.010752688,0.010204082,0.010752688,0.010752688
"Kashmiri",0.008474576,0.008264463,0.007751938,0.007751938,0.007462687,0.007246377,0.007142857,0.00621118,0.005847953,0.005780347,0.00591716,0.00621118,0.00621118,0.006024096,0.007142857,0.007092199,0.006535948,0.005952381,0.006369427,0.006024096,0.005847953,0.005747126,0.006134969,0.006535948,0.006756757,0.006578947,0.006849315,0.006535948,0.007092199,0.006329114,0.006756757,0.006289308,0.006134969,0.006535948,0.006369427,0.006944444,0.00621118,0.008474576,0.004784689,0.004830918,0.005405405,0.005263158,0.005,0.004854369,0.005154639,0.005050505,0.005494505,0.005376344,0.005319149,0.005102041,0.005235602,0.004545455,0.004926108,0.005235602,0.003731343,0.004132231,0,0.002747253,0.002518892,0.002538071,0.00245098,0.002358491,0.002439024,0.002020202,0.00234192,0.008403361,0.007518797,0.008064516,0.008,0.007092199,0.007575758,0.007575758,0.006024096,0.006944444,0.00625,0.005524862,0.004608295,0.004587156,0.007751938,0.009174312,0.008849558,0.008547009,0.008928571,0.008928571
"Marathi",0.008474576,0.008264463,0.009345794,0.008928571,0.008474576,0.008196721,0.008130081,0.00617284,0.006024096,0.005988024,0.005586592,0.00625,0.00621118,0.00625,0.007936508,0.0078125,0.006134969,0.005988024,0.006369427,0.00621118,0.006024096,0.005952381,0.005952381,0.006622517,0.007092199,0.006578947,0.007352941,0.006802721,0.007352941,0.007142857,0.007092199,0.007092199,0.006896552,0.007092199,0.006944444,0.007874016,0.006896552,0.00877193,0.005649718,0.005524862,0.006369427,0.005464481,0.005405405,0.005405405,0.005586592,0.005434783,0.005780347,0.005952381,0.00591716,0.005780347,0.005464481,0.004854369,0.005291005,0.005617978,0.003731343,0.003921569,0.002747253,0,0.001631321,0.00203252,0.002132196,0.00177305,0.001818182,0.001811594,0.002320186,0.008264463,0.007751938,0.007633588,0.008196721,0.007042254,0.008403361,0.009009009,0.006756757,0.007692308,0.008474576,0.006024096,0.005347594,0.005128205,0.006896552,0.008064516,0.0078125,0.008064516,0.008196721,0.0078125
"Gujarati",0.009009009,0.00877193,0.00990099,0.00952381,0.00952381,0.009090909,0.009090909,0.007092199,0.006944444,0.006578947,0.006329114,0.006896552,0.006849315,0.006896552,0.008333333,0.008196721,0.006711409,0.006802721,0.006993007,0.006849315,0.006622517,0.006535948,0.006535948,0.007092199,0.007092199,0.007352941,0.008,0.00729927,0.007692308,0.006896552,0.007092199,0.007092199,0.007142857,0.006802721,0.007518797,0.007936508,0.007407407,0.009259259,0.005434783,0.005617978,0.006578947,0.005617978,0.005376344,0.005376344,0.005681818,0.005555556,0.00591716,0.005780347,0.005555556,0.005586592,0.005780347,0.005291005,0.005464481,0.005780347,0.003745318,0.003952569,0.002518892,0.001631321,0,0.001841621,0.001782531,0.001547988,0.001869159,0.001703578,0.002197802,0.010638298,0.00952381,0.009615385,0.010638298,0.009615385,0.008928571,0.009615385,0.007633588,0.007518797,0.007633588,0.006993007,0.006289308,0.005208333,0.008333333,0.009803922,0.009433962,0.00990099,0.01,0.00952381
"PanjabiST",0.008403361,0.008547009,0.008695652,0.008403361,0.008,0.007692308,0.007633588,0.005780347,0.005813953,0.005434783,0.005555556,0.005649718,0.005617978,0.005649718,0.00729927,0.007194245,0.005714286,0.005780347,0.006097561,0.005586592,0.005434783,0.005347594,0.005555556,0.006535948,0.00625,0.006493506,0.006535948,0.006451613,0.006944444,0.006134969,0.006944444,0.006289308,0.006134969,0.006711409,0.006802721,0.007142857,0.006369427,0.008264463,0.005847953,0.005747126,0.006493506,0.005714286,0.005025126,0.005025126,0.005464481,0.005524862,0.005813953,0.005714286,0.005813953,0.005524862,0.005555556,0.005494505,0.005714286,0.005714286,0.003597122,0.004219409,0.002538071,0.00203252,0.001841621,0,0.001298701,0.001342282,0.001814882,0.001733102,0.002145923,0.008928571,0.008,0.008196721,0.008474576,0.007246377,0.007633588,0.008064516,0.00617284,0.006666667,0.006666667,0.004950495,0.004444444,0.003937008,0.00621118,0.00952381,0.009174312,0.009174312,0.008849558,0.00877193
"Lahnda",0.008403361,0.008196721,0.00877193,0.008403361,0.008064516,0.007692308,0.007692308,0.005952381,0.005952381,0.005464481,0.005555556,0.005681818,0.005649718,0.005681818,0.007352941,0.007246377,0.006097561,0.005813953,0.006134969,0.005494505,0.005464481,0.005405405,0.005586592,0.006802721,0.006535948,0.006993007,0.007042254,0.006993007,0.007575758,0.006369427,0.006802721,0.006578947,0.006369427,0.006756757,0.006896552,0.007246377,0.006849315,0.009174312,0.005780347,0.005952381,0.006711409,0.005376344,0.005025126,0.005025126,0.005524862,0.005524862,0.005847953,0.005555556,0.005681818,0.005347594,0.005555556,0.005347594,0.005586592,0.005586592,0.003571429,0.004237288,0.00245098,0.002132196,0.001782531,0.001298701,0,0.00140056,0.001919386,0.001779359,0.002207506,0.008474576,0.007692308,0.007874016,0.008064516,0.006944444,0.008,0.008474576,0.00617284,0.006329114,0.006451613,0.00462963,0.004115226,0.003984064,0.005780347,0.009615385,0.009259259,0.009174312,0.009345794,0.008849558
"Hindi",0.008403361,0.008196721,0.008064516,0.007751938,0.007407407,0.007142857,0.007092199,0.005780347,0.005813953,0.005494505,0.005291005,0.005714286,0.005681818,0.005714286,0.007092199,0.006993007,0.005747126,0.005649718,0.005952381,0.005524862,0.005347594,0.005291005,0.005586592,0.006802721,0.006535948,0.006993007,0.007042254,0.006993007,0.007575758,0.006369427,0.007042254,0.006578947,0.006369427,0.006756757,0.006896552,0.007246377,0.006849315,0.008695652,0.005025126,0.005319149,0.006578947,0.005,0.00456621,0.00456621,0.004926108,0.004975124,0.005208333,0.005128205,0.005208333,0.004975124,0.005,0.004830918,0.005025126,0.005128205,0.003278689,0.003861004,0.002358491,0.00177305,0.001547988,0.001342282,0.00140056,0,0.001560062,0.001557632,0.001872659,0.008547009,0.008064516,0.007936508,0.008474576,0.007518797,0.008064516,0.008547009,0.006410256,0.006535948,0.006493506,0.005405405,0.004716981,0.004166667,0.006535948,0.009259259,0.008928571,0.009259259,0.009345794,0.008928571
